"date","chamber","T_treatment","branch","Rleaf","Rbranch","leaf_dw","SLA","diam1","diam2","diam.m","branch_dw"
2014-05-13,"C01","ambient","74",3.5155119664079,1.4425062017806,45.6528225806452,102.848461830611,8.37,8.58,8.475,18.8026
2014-05-13,"C01","ambient","78",5.04686502764063,1.41620083943933,6.08757791411043,92.96875,5.3,4.8,5.05,5.6147
2014-05-13,"C02","elevated","76",2.78599379754291,1.29274844728544,38.6824923312884,103.243330900835,7.2,7.2,7.2,12.875
2014-05-13,"C02","elevated","81",2.16352688780209,1.12148501664768,16.6987960545402,109.501352918438,5.65,5.77,5.71,6.4093
2014-05-13,"C03","ambient","64",3.86642744467864,1.48184315137765,24.6064751269036,86.1368172745418,5.9,5.8,5.85,8.5508
2014-05-13,"C03","ambient","73",4.01150627779387,1.63407417448416,15.9509973333333,88.0994191543969,6.2,5.9,6.05,7.3084
2014-05-13,"C04","elevated","87",1.65972917093157,1.11787186991375,11.0323063829787,79.0574580702761,5.04,5.36,5.2,2.9565
2014-05-13,"C04","elevated","89",2.63667393524617,0.897045096325029,15.0239475674313,69.938255033557,5.57,5.97,5.77,5.981
2014-05-13,"C05","ambient","76",2.22670145466941,1.07332731940155,36.3754089422028,78.1045531197302,8.67,8.78,8.725,15.3462
2014-05-13,"C05","ambient","82",3.03399584286717,1.45527059865105,85.4821039448967,69.2168909693778,9.2,10.4,9.8,27.6956
2014-05-13,"C06","elevated","68",2.5602092029311,0.709165668480853,14.2595823104693,81.199655900524,6.3,6.2,6.25,6.7505
2014-05-13,"C06","elevated","72",2.42294732014161,0.905402810434069,16.3887341772152,105.955222184339,6.62,6.5,6.56,7.8052
2014-05-13,"C07","ambient","52",1.4324960499121,1.02303990017173,21.2350577223089,68.4997699033594,6,5.95,5.975,5.7647
2014-05-13,"C07","ambient","54",2.13878331075788,0.965704716732792,18.0425988700565,67.9365218534917,6.12,6.1,6.11,4.7637
2014-05-13,"C08","elevated","66",1.85254836028488,1.01797486209094,46.4454,80.2550091074681,8.5,8.3,8.4,15.2209
2014-05-13,"C08","elevated","71",1.78110032380952,0.869878377018668,13.4010893357088,79.3650793650794,5.56,5.52,5.54,5.3835
2014-05-13,"C09","ambient","81",5.32125380319399,1.45098721826997,17.4338738738739,80.384133611691,6.1,6,6.05,6.6207
2014-05-13,"C09","ambient","87",4.34413749190788,1.71843188879313,8.35976940133038,87.0971095861926,5.06,5.1,5.08,3.1329
2014-05-13,"C10","elevated","64",3.08045456181795,0.976508296524079,25.9164723463687,68.7689235328223,9,8.4,8.7,16.3899
2014-05-13,"C10","elevated","78",2.54486849886519,1.2685508368122,21.5945881270133,74.7195953375852,6.98,7.07,7.025,9.4523
2014-05-13,"C11","ambient","2",3.24059694765625,1.14151261861426,20.7307267605634,74.1071428571429,6.2,5.6,5.9,7.3073
2014-05-13,"C11","ambient","67",2.41774607469734,1.14278385080918,61.0062899262899,74.8722087705139,8.87,8.82,8.845,23.913
2014-05-13,"C12","elevated","73",2.81490687309271,1.1867190254438,39.2604639498433,78.5657686212361,7.9,7.8,7.85,15.8349
2014-05-13,"C12","elevated","79",2.43314676250916,1.10559849303054,64.5460207612457,66.6345226615236,10.93,9.3,10.115,24.263
2014-05-22,"C01","ambient","66",3.22295084232727,1.7626688012193,39.5655020632737,94.5454545454545,7.85,8.2,8.025,13.9752
2014-05-22,"C01","ambient","72",2.98847737646081,1.70505550505009,67.1849890999689,92.271676300578,8.33,8.57,8.45,24.6134
