"","chamber","branch","leaves"
"1499","C12",91,106
"1500","C12",92,95
"1501","C12",93,72
"1502","C12",94,375
"1503","C12",95,146
"1504","C12",96,353
"1505","C12",97,99
"1506","C12",98,183
"1507","C12",99,63
"1508","C12",100,99
"1509","C12",101,80
"1510","C12",102,112
"1511","C12",103,47
"1512","C12",104,84
"1513","C12",105,53
"1514","C12",106,36
"1515","C12",107,36
"1516","C12",108,34
"1517","C12",109,36
"1518","C12",110,150
"1519","C12",111,24
"1520","C12",112,25
"1521","C12",113,56
"1522","C12",114,44
"1523","C12",115,46
"1524","C12",116,25
"1525","C12",117,23
"1526","C12",118,36
"1527","C12",119,54
"1528","C12",120,16
"1529","C12",121,47
"1530","C12",122,61
